"repository","url","name","owner","description","language","license_spdx_id","license_name","license_osi_approved","stars","issues","created_at","updated_at","first_commit_at","last_commit_at","activity_months","ai_ml_match_topics","has_pre_gdpr_activity","has_post_gdpr_activity"
"OpenNMT/OpenNMT-tf","https://github.com/OpenNMT/OpenNMT-tf","OpenNMT-tf","OpenNMT","Neural machine translation and sequence learning using TensorFlow","Python","MIT","MIT License","true",1483,423,"2017-11-02T10:53:22Z","2026-08-14T10:27:35Z","2017-07-27T13:05:26Z","2023-08-04T07:47:43Z",72.23,"deep-learning; natural-language-processing","true","true"
"Hironsan/anago","https://github.com/Hironsan/anago","anago","Hironsan","Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.","Python","MIT","MIT License","true",1481,108,"2017-06-26T21:28:36Z","2026-09-24T17:42:41Z","2017-06-26T09:52:24Z","2021-04-01T12:34:50Z",45.17,"deep-learning; machine-learning; natural-language-processing","true","true"
"jrzaurin/pytorch-widedeep","https://github.com/jrzaurin/pytorch-widedeep","pytorch-widedeep","jrzaurin","A flexible package for multimodal-deep-learning to combine tabular data with text and images using Wide and Deep models in Pytorch","Python","Apache-2.0","Apache License 2.0","true",1415,171,"2017-10-21T08:11:44Z","2026-09-18T15:39:38Z","2017-10-21T08:11:44Z","2026-04-30T14:04:48Z",102.27,"deep-learning","true","true"
"mratsim/Arraymancer","https://github.com/mratsim/Arraymancer","Arraymancer","mratsim","A fast, ergonomic and portable tensor library in Nim with a deep learning focus for CPU, GPU and embedded devices via OpenMP, Cuda and OpenCL backends","Nim","Apache-2.0","Apache License 2.0","true",1407,357,"2017-04-13T17:10:19Z","2026-09-15T21:55:22Z","2017-04-13T17:07:48Z","2026-05-26T20:28:53Z",109.4,"deep-learning; machine-learning","true","true"
"doonny/PipeCNN","https://github.com/doonny/PipeCNN","PipeCNN","doonny","An OpenCL-based FPGA Accelerator for Convolutional Neural Networks","C","Apache-2.0","Apache License 2.0","true",1390,178,"2016-11-07T12:41:32Z","2026-09-23T02:20:46Z","2016-11-07T12:41:32Z","2022-02-14T23:59:30Z",63.25,"deep-learning","true","true"
"CSTR-Edinburgh/merlin","https://github.com/CSTR-Edinburgh/merlin","merlin","CSTR-Edinburgh","This is now the official location of the Merlin project.","Python","Apache-2.0","Apache License 2.0","true",1321,439,"2016-08-10T16:47:10Z","2026-08-07T05:44:18Z","2016-08-10T16:47:11Z","2019-06-27T10:25:43Z",34.52,"deep-learning","true","true"
"tf-encrypted/tf-encrypted","https://github.com/tf-encrypted/tf-encrypted","tf-encrypted","tf-encrypted","A Framework for Encrypted Machine Learning in TensorFlow","Python","Apache-2.0","Apache License 2.0","true",1241,443,"2018-03-21T18:22:13Z","2026-09-25T11:48:44Z","2018-03-21T18:23:11Z","2024-09-25T05:32:38Z",78.17,"deep-learning; machine-learning","true","true"
"huoyijie/AdvancedEAST","https://github.com/huoyijie/AdvancedEAST","AdvancedEAST","huoyijie"," AdvancedEAST is an algorithm used for Scene image text detect, which is primarily based on EAST, and the significant improvement was also made, which make long text predictions more accurate.https://github.com/huoyijie/raspberrypi-car","Python","MIT","MIT License","true",1227,122,"2018-05-14T01:37:52Z","2026-09-17T10:56:59Z","2018-05-14T01:37:53Z","2021-03-06T08:53:20Z",33.75,"deep-learning; machine-learning; computer-vision","true","true"
"awslabs/sockeye","https://github.com/awslabs/sockeye","sockeye","awslabs","Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch","Python","Apache-2.0","Apache License 2.0","true",1216,311,"2017-06-08T07:44:30Z","2026-08-31T08:48:38Z","2017-06-12T09:59:46Z","2024-10-24T08:17:36Z",88.4,"deep-learning; machine-learning; transformer","true","true"
"chainer/chainerrl","https://github.com/chainer/chainerrl","chainerrl","chainer","ChainerRL is a deep reinforcement learning library built on top of Chainer.","Python","MIT","MIT License","true",1199,198,"2017-01-30T04:58:15Z","2026-08-31T22:51:43Z","2016-02-22T09:40:50Z","2021-04-17T06:02:30Z",61.79,"deep-learning; machine-learning; reinforcement-learning","true","true"
"harvitronix/five-video-classification-methods","https://github.com/harvitronix/five-video-classification-methods","five-video-classification-methods","harvitronix","Code that accompanies my blog post outlining five video classification methods in Keras and TensorFlow","Python","MIT","MIT License","true",1182,122,"2017-03-15T06:17:59Z","2026-08-14T06:34:50Z","2017-03-15T05:57:44Z","2019-05-13T22:26:31Z",25.94,"deep-learning; machine-learning","true","true"
"eldar/pose-tensorflow","https://github.com/eldar/pose-tensorflow","pose-tensorflow","eldar"," Human Pose estimation with TensorFlow framework ","C++","LGPL-3.0","GNU Lesser General Public License v3.0","true",1139,109,"2017-03-09T19:52:15Z","2026-09-20T02:59:27Z","2017-03-09T19:51:36Z","2019-03-19T13:07:21Z",24.3,"deep-learning","true","true"
"Dobiasd/frugally-deep","https://github.com/Dobiasd/frugally-deep","frugally-deep","Dobiasd","A lightweight header-only library for using Keras (TensorFlow) models in C++.","C++","MIT","MIT License","true",1127,331,"2016-07-15T19:36:26Z","2026-09-16T18:35:37Z","2016-06-29T21:07:19Z","2026-05-06T15:10:34Z",118.19,"deep-learning; machine-learning; convolutional-neural-networks","true","true"
"microsoft/Windows-Machine-Learning","https://github.com/microsoft/Windows-Machine-Learning","Windows-Machine-Learning","microsoft","Samples and Tools for Windows ML.","C++","MIT","MIT License","true",1121,136,"2018-03-01T20:07:47Z","2026-09-25T05:16:39Z","2018-03-01T20:07:48Z","2025-08-07T17:04:54Z",89.22,"deep-learning; machine-learning; neural-network","true","true"
"deepmedic/deepmedic","https://github.com/deepmedic/deepmedic","deepmedic","deepmedic","Efficient Multi-Scale 3D Convolutional Neural Network for Segmentation of 3D Medical Scans","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",1064,202,"2016-04-26T18:23:31Z","2026-09-16T12:13:56Z","2016-04-26T18:23:31Z","2024-08-04T12:14:08Z",99.27,"deep-learning; machine-learning; convolutional-neural-networks","true","true"
"havakv/pycox","https://github.com/havakv/pycox","pycox","havakv","Survival analysis with PyTorch","Python","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",995,144,"2018-02-12T03:54:15Z","2026-09-15T18:21:24Z","2018-02-12T03:51:58Z","2024-09-04T14:49:03Z",78.73,"deep-learning; machine-learning","true","true"
"dnouri/nolearn","https://github.com/dnouri/nolearn","nolearn","dnouri","Combines the ease of use of scikit-learn with the power of Theano/Lasagne","Python","MIT","MIT License","true",951,206,"2012-11-22T21:41:47Z","2026-09-21T04:01:56Z","2012-11-22T21:41:07Z","2019-11-05T08:36:00Z",83.39,"deep-learning; machine-learning","true","true"
"StanfordVL/GibsonEnv","https://github.com/StanfordVL/GibsonEnv","GibsonEnv","StanfordVL","Gibson Environments: Real-World Perception for Embodied Agents","C","MIT","MIT License","true",947,118,"2017-12-18T20:12:35Z","2026-08-31T22:51:16Z","2017-07-18T21:19:22Z","2021-05-12T18:03:25Z",45.79,"deep-learning; reinforcement-learning; computer-vision","true","true"
"eaplatanios/tensorflow_scala","https://github.com/eaplatanios/tensorflow_scala","tensorflow_scala","eaplatanios","TensorFlow API for the Scala Programming Language","Scala","Apache-2.0","Apache License 2.0","true",937,146,"2017-04-01T18:00:29Z","2026-09-07T07:56:37Z","2017-04-01T18:00:29Z","2022-06-22T21:50:29Z",62.69,"deep-learning; machine-learning","true","true"
"tensorflow/compression","https://github.com/tensorflow/compression","compression","tensorflow","Data compression in TensorFlow","Python","Apache-2.0","Apache License 2.0","true",922,102,"2018-05-15T23:32:19Z","2026-09-23T16:43:32Z","2018-05-16T00:10:03Z","2026-04-17T20:05:03Z",95.07,"deep-learning; machine-learning; neural-network","true","true"
"kendryte/nncase","https://github.com/kendryte/nncase","nncase","kendryte","Open deep learning compiler stack for Kendryte AI accelerators ✨","C#","Apache-2.0","Apache License 2.0","true",898,408,"2018-04-04T12:11:19Z","2026-09-17T23:24:33Z","2018-04-04T12:43:17Z","2026-03-02T01:24:11Z",94.89,"deep-learning; neural-network; llm","true","true"
"YerevaNN/mimic3-benchmarks","https://github.com/YerevaNN/mimic3-benchmarks","mimic3-benchmarks","YerevaNN","Python suite to construct benchmark machine learning datasets from the MIMIC-III 💊 clinical database. ","Python","MIT","MIT License","true",892,120,"2016-09-08T05:08:10Z","2026-09-20T01:22:56Z","2016-09-08T05:08:11Z","2023-04-16T20:20:36Z",79.23,"deep-learning; machine-learning","true","true"
"gmalivenko/pytorch2keras","https://github.com/gmalivenko/pytorch2keras","pytorch2keras","gmalivenko","PyTorch to Keras model convertor","Python","MIT","MIT License","true",861,127,"2017-11-16T20:21:43Z","2026-09-08T09:34:33Z","2017-11-16T20:21:44Z","2021-08-06T08:18:46Z",44.63,"deep-learning","true","true"
"deepforge-dev/deepforge","https://github.com/deepforge-dev/deepforge","deepforge","deepforge-dev","A modern development environment for deep learning","JavaScript","Apache-2.0","Apache License 2.0","true",755,1106,"2016-03-10T01:12:15Z","2026-08-18T02:49:53Z","2016-03-10T01:12:15Z","2023-03-22T16:02:47Z",84.38,"deep-learning","true","true"
"itdxer/neupy","https://github.com/itdxer/neupy","neupy","itdxer","NeuPy is a Tensorflow based python library for prototyping and building neural networks","Python","MIT","MIT License","true",735,271,"2015-08-24T19:45:11Z","2026-08-24T11:58:14Z","2015-08-24T19:51:05Z","2023-01-03T21:24:56Z",88.34,"deep-learning; neural-network","true","true"
"jiny2001/dcscn-super-resolution","https://github.com/jiny2001/dcscn-super-resolution","dcscn-super-resolution","jiny2001","A tensorflow implementation of ""Fast and Accurate Image Super Resolution by Deep CNN with Skip Connection and Network in Network"", a deep learning based Single-Image Super-Resolution (SISR) model.","Python","MIT","MIT License","true",713,110,"2017-06-13T07:01:27Z","2026-09-01T09:10:20Z","2017-06-13T07:01:27Z","2023-04-06T21:18:09Z",69.76,"deep-learning; computer-vision","true","true"
"THUNLP-MT/THUMT","https://github.com/THUNLP-MT/THUMT","THUMT","THUNLP-MT","An open-source neural machine translation toolkit developed by Tsinghua Natural Language Processing Group","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",706,105,"2017-06-20T10:56:45Z","2026-08-25T13:40:19Z","2017-06-20T10:56:46Z","2021-04-21T05:43:52Z",46.02,"deep-learning","true","true"
"netket/netket","https://github.com/netket/netket","netket","netket","Machine learning algorithms for many-body quantum systems ","Python","Apache-2.0","Apache License 2.0","true",700,510,"2018-04-23T18:48:08Z","2026-09-24T09:32:42Z","2018-04-23T18:49:11Z","2026-09-24T09:32:38Z",101.04,"deep-learning; machine-learning","true","true"
"inspirehep/magpie","https://github.com/inspirehep/magpie","magpie","inspirehep","Deep neural network framework for multi-label text classification","Python","MIT","MIT License","true",686,166,"2015-11-27T10:16:06Z","2026-08-30T14:55:23Z","2015-11-27T10:20:45Z","2020-04-08T15:53:49Z",52.37,"deep-learning; machine-learning; neural-network; nlp","true","true"
"pytorchbearer/torchbearer","https://github.com/pytorchbearer/torchbearer","torchbearer","pytorchbearer","torchbearer: A model fitting library for PyTorch","Python","MIT","MIT License","true",641,247,"2018-03-12T16:30:42Z","2026-09-06T12:00:50Z","2018-03-12T16:30:43Z","2023-12-04T11:10:46Z",68.75,"deep-learning; machine-learning","true","true"
"DiffSharp/DiffSharp","https://github.com/DiffSharp/DiffSharp","DiffSharp","DiffSharp","DiffSharp: Differentiable Functional Programming","F#","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",615,167,"2014-08-28T16:19:45Z","2026-07-21T08:44:06Z","2014-08-28T15:47:17Z","2023-10-03T15:21:32Z",109.16,"deep-learning; machine-learning; neural-network","true","true"
"lvapeab/nmt-keras","https://github.com/lvapeab/nmt-keras","nmt-keras","lvapeab","Neural Machine Translation with Keras ","Python","MIT","MIT License","true",531,123,"2016-11-22T14:04:09Z","2026-08-01T08:33:32Z","2016-11-22T14:04:09Z","2021-07-30T09:28:59Z",56.2,"deep-learning; machine-learning; transformer","true","true"
"FAST-Imaging/FAST","https://github.com/FAST-Imaging/FAST","FAST","FAST-Imaging","A framework for high-performance medical image processing, neural network inference and visualization","C++","BSD-2-Clause","BSD 2-Clause ""Simplified"" License","true",517,156,"2014-03-18T21:26:28Z","2026-09-22T10:07:58Z","2014-03-19T11:02:11Z","2026-09-16T07:53:42Z",149.93,"deep-learning; image-processing","true","true"
"netdata/netdata","https://github.com/netdata/netdata","netdata","netdata","The fastest path to AI-powered full stack observability, even for lean teams.","Go","GPL-3.0","GNU General Public License v3.0","true",80654,8334,"2013-06-17T18:39:10Z","2026-09-26T02:34:43Z","2013-06-17T18:39:10Z","2026-09-25T20:19:47Z",159.27,"machine-learning","true","true"
"tesseract-ocr/tesseract","https://github.com/tesseract-ocr/tesseract","tesseract","tesseract-ocr","Tesseract Open Source OCR Engine (main repository)","C++","Apache-2.0","Apache License 2.0","true",76685,2772,"2014-08-12T18:04:59Z","2026-09-26T02:38:22Z","2007-03-06T20:07:27Z","2026-09-11T05:17:03Z",234.18,"machine-learning","true","true"
"scikit-learn/scikit-learn","https://github.com/scikit-learn/scikit-learn","scikit-learn","scikit-learn","scikit-learn: machine learning in Python","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",67370,12298,"2010-08-17T09:43:38Z","2026-09-26T01:19:24Z","2010-01-05T13:26:32Z","2026-09-24T17:11:32Z",200.6,"machine-learning","true","true"
"ageitgey/face_recognition","https://github.com/ageitgey/face_recognition","face_recognition","ageitgey","The world's simplest facial recognition api for Python and the command line","Python","MIT","MIT License","true",56780,1379,"2017-03-03T21:52:39Z","2026-09-25T23:24:55Z","2017-03-04T00:29:23Z","2026-06-25T11:12:50Z",111.71,"machine-learning","true","true"
"JuliaLang/julia","https://github.com/JuliaLang/julia","julia","JuliaLang","The Julia Programming Language","Julia","MIT","MIT License","true",49152,26244,"2011-04-21T07:01:50Z","2026-09-26T01:56:38Z","2009-08-23T03:39:06Z","2026-09-26T01:47:25Z",205.09,"machine-learning","true","true"
"apache/airflow","https://github.com/apache/airflow","airflow","apache","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows","Python","Apache-2.0","Apache License 2.0","true",46974,15207,"2015-04-13T18:04:58Z","2026-09-26T02:48:38Z","2014-10-06T21:29:38Z","2026-09-25T20:10:51Z",143.63,"machine-learning","true","true"
"TheAlgorithms/C-Plus-Plus","https://github.com/TheAlgorithms/C-Plus-Plus","C-Plus-Plus","TheAlgorithms","Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.","C++","MIT","MIT License","true",34698,345,"2016-07-16T10:19:45Z","2026-09-26T02:36:57Z","2016-07-16T10:19:46Z","2026-09-21T13:45:29Z",122.18,"machine-learning","true","true"
"dmlc/xgboost","https://github.com/dmlc/xgboost","xgboost","dmlc","Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow","C++","Apache-2.0","Apache License 2.0","true",28794,5727,"2014-02-06T17:28:03Z","2026-09-26T00:05:48Z","2014-02-06T17:28:03Z","2026-09-25T17:19:12Z",151.58,"machine-learning","true","true"
"TheAlgorithms/C","https://github.com/TheAlgorithms/C","C","TheAlgorithms","Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.","C","GPL-3.0","GNU General Public License v3.0","true",22474,163,"2016-07-16T10:17:03Z","2026-09-26T01:29:51Z","2016-07-16T10:17:03Z","2023-09-27T18:35:39Z",86.38,"machine-learning","true","true"
"k4yt3x/video2x","https://github.com/k4yt3x/video2x","video2x","k4yt3x","A machine learning-based video super resolution and frame interpolation framework. Est. Hack the Valley II, 2018.","C++","AGPL-3.0","GNU Affero General Public License v3.0","true",21784,1281,"2018-02-24T16:34:41Z","2026-09-25T19:08:19Z","2018-02-24T16:34:41Z","2026-03-07T00:00:00Z",96.33,"machine-learning","true","true"
"RasaHQ/rasa","https://github.com/RasaHQ/rasa","rasa","RasaHQ","💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants","Python","Apache-2.0","Apache License 2.0","true",21330,6656,"2016-10-14T12:27:49Z","2026-09-25T21:24:42Z","2016-10-14T12:27:49Z","2025-12-18T08:04:47Z",110.11,"machine-learning; natural-language-processing; nlp","true","true"
"lightgbm-org/LightGBM","https://github.com/lightgbm-org/LightGBM","LightGBM","lightgbm-org","A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks.","C++","MIT","MIT License","true",18813,3691,"2016-08-05T05:45:50Z","2026-09-25T21:47:03Z","2016-08-05T06:06:01Z","2026-09-25T01:44:27Z",121.64,"machine-learning","true","true"
"pytorch/vision","https://github.com/pytorch/vision","vision","pytorch","Datasets, Transforms and Models specific to Computer Vision","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",17926,3613,"2016-11-09T23:11:43Z","2026-09-23T15:28:29Z","2016-11-10T01:11:00Z","2026-09-16T21:52:45Z",118.2,"machine-learning; computer-vision","true","true"
"argoproj/argo-workflows","https://github.com/argoproj/argo-workflows","argo-workflows","argoproj","Workflow Engine for Kubernetes","Go","Apache-2.0","Apache License 2.0","true",17004,6678,"2017-08-21T18:50:44Z","2026-09-25T19:16:15Z","2017-10-17T21:53:51Z","2026-09-25T19:16:09Z",107.26,"machine-learning","true","true"
"piskvorky/gensim","https://github.com/piskvorky/gensim","gensim","piskvorky","Topic Modelling for Humans","Python","LGPL-2.1","GNU Lesser General Public License v2.1","true",16493,1882,"2011-02-10T07:43:04Z","2026-09-25T13:58:20Z","2009-08-31T21:30:33Z","2025-10-16T11:13:19Z",193.48,"machine-learning; neural-network; natural-language-processing; nlp","true","true"
"treeverse/dvc","https://github.com/treeverse/dvc","dvc","treeverse","🦉 Data Versioning and ML Experiments","Python","Apache-2.0","Apache License 2.0","true",15886,4895,"2017-03-04T08:16:33Z","2026-09-25T22:22:59Z","2017-03-04T08:16:33Z","2026-08-06T04:17:40Z",113.07,"machine-learning","true","true"
"kubeflow/kubeflow","https://github.com/kubeflow/kubeflow","kubeflow","kubeflow","Machine Learning Toolkit for Kubernetes","","Apache-2.0","Apache License 2.0","true",15882,3785,"2017-11-30T18:44:19Z","2026-09-25T20:57:42Z","2017-11-30T22:36:56Z","2026-08-21T18:25:34Z",104.66,"machine-learning","true","true"
"optuna/optuna","https://github.com/optuna/optuna","optuna","optuna","A hyperparameter optimization framework","Python","MIT","MIT License","true",14846,1821,"2018-02-21T06:12:56Z","2026-09-25T21:48:17Z","2018-01-11T07:27:19Z","2026-09-25T09:43:21Z",104.44,"machine-learning","true","true"
"nltk/nltk","https://github.com/nltk/nltk","nltk","nltk","NLTK Source","Python","Apache-2.0","Apache License 2.0","true",14727,1935,"2009-09-07T10:53:58Z","2026-09-25T17:58:14Z","2001-03-01T09:26:35Z","2026-09-24T11:58:09Z",306.77,"machine-learning; natural-language-processing; nlp","true","true"
"gunthercox/ChatterBot","https://github.com/gunthercox/ChatterBot","ChatterBot","gunthercox","ChatterBot is a machine learning, conversational dialog engine for creating chat bots","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",14517,1667,"2014-09-28T14:49:00Z","2026-09-25T06:11:31Z","2014-09-06T15:58:13Z","2026-08-25T11:30:38Z",143.59,"machine-learning","true","true"
"cleanlab/cleanlab","https://github.com/cleanlab/cleanlab","cleanlab","cleanlab","Cleanlab's open-source library is the standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.","Python","Apache-2.0","Apache License 2.0","true",11674,386,"2018-05-11T01:55:21Z","2026-09-25T15:08:21Z","2018-05-11T01:55:22Z","2026-01-13T17:23:18Z",92.14,"machine-learning","true","true"
"doccano/doccano","https://github.com/doccano/doccano","doccano","doccano","Open source annotation tool for machine learning practitioners.","Python","MIT","MIT License","true",10778,1552,"2018-05-09T06:10:05Z","2026-09-25T12:24:23Z","2018-05-09T06:10:05Z","2026-01-17T00:58:26Z",92.31,"machine-learning; natural-language-processing","true","true"
"drivendataorg/cookiecutter-data-science","https://github.com/drivendataorg/cookiecutter-data-science","cookiecutter-data-science","drivendataorg","A logical, reasonably standardized, but flexible project structure for doing and sharing data science work.","Python","MIT","MIT License","true",10074,199,"2015-10-30T19:19:57Z","2026-09-24T19:55:47Z","2015-10-30T19:09:43Z","2025-07-24T01:11:00Z",116.76,"machine-learning","true","true"
"MorvanZhou/Reinforcement-learning-with-tensorflow","https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow","Reinforcement-learning-with-tensorflow","MorvanZhou","Simple Reinforcement learning tutorials, 莫烦Python 中文AI教学","Python","MIT","MIT License","true",9517,195,"2017-05-06T03:01:31Z","2026-09-26T00:58:51Z","2017-05-06T03:02:20Z","2022-07-29T07:57:55Z",62.75,"machine-learning; reinforcement-learning","true","true"
"dotnet/machinelearning","https://github.com/dotnet/machinelearning","machinelearning","dotnet","ML.NET is an open source and cross-platform machine learning framework for .NET.","C#","MIT","MIT License","true",9356,4077,"2018-05-03T16:20:42Z","2026-09-25T14:36:49Z","2018-05-04T00:22:00Z","2026-09-23T10:57:35Z",100.67,"machine-learning","true","true"
"catboost/catboost","https://github.com/catboost/catboost","catboost","catboost","A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification, regression and other machine learning tasks for Python, R, Java, C++. Supports computation on CPU and GPU.","C++","Apache-2.0","Apache License 2.0","true",9117,2572,"2017-07-18T05:29:04Z","2026-09-25T15:43:01Z","2017-07-18T05:33:21Z","2026-09-25T10:59:56Z",110.26,"machine-learning","true","true"
"clips/pattern","https://github.com/clips/pattern","pattern","clips","Web mining module for Python, with tools for scraping, natural language processing, machine learning, network analysis and visualization.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",8859,209,"2011-05-03T15:29:01Z","2026-09-24T22:44:13Z","2011-02-24T16:47:28Z","2026-08-05T13:05:21Z",185.31,"machine-learning; natural-language-processing","true","true"
"vaexio/vaex","https://github.com/vaexio/vaex","vaex","vaexio","Out-of-Core hybrid Apache Arrow/NumPy DataFrame for Python, ML, visualization and exploration of big tabular data at a billion rows per second 🚀","Python","MIT","MIT License","true",8510,1234,"2014-09-27T09:44:42Z","2026-09-25T10:21:29Z","2014-01-27T12:26:04Z","2026-02-05T19:25:06Z",144.29,"machine-learning","true","true"
"google-deepmind/pysc2","https://github.com/google-deepmind/pysc2","pysc2","google-deepmind","StarCraft II Learning Environment","Python","Apache-2.0","Apache License 2.0","true",8317,287,"2017-07-25T18:16:57Z","2026-09-25T20:18:55Z","2017-08-09T17:22:30Z","2023-04-19T16:47:52Z",68.3,"machine-learning; reinforcement-learning","true","true"
"lmcinnes/umap","https://github.com/lmcinnes/umap","umap","lmcinnes","Uniform Manifold Approximation and Projection","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",8261,846,"2017-07-02T01:11:17Z","2026-09-25T15:36:47Z","2017-07-02T01:11:18Z","2026-09-24T20:08:01Z",110.77,"machine-learning","true","true"
"lanpa/tensorboardX","https://github.com/lanpa/tensorboardX","tensorboardX","lanpa","tensorboard for pytorch (and chainer, mxnet, numpy, ...)","Python","MIT","MIT License","true",7998,462,"2017-06-13T13:54:19Z","2026-09-19T10:22:19Z","2017-06-13T13:49:55Z","2026-04-09T11:41:20Z",105.84,"machine-learning","true","true"
"alteryx/featuretools","https://github.com/alteryx/featuretools","featuretools","alteryx","An open source python library for automated feature engineering","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",7685,1016,"2017-09-08T22:15:17Z","2026-09-25T01:17:02Z","2017-09-09T02:26:18Z","2024-11-13T18:39:43Z",86.16,"machine-learning","true","true"
"probml/pyprobml","https://github.com/probml/pyprobml","pyprobml","probml","Python code for ""Probabilistic Machine learning"" book by Kevin Murphy","Jupyter Notebook","MIT","MIT License","true",7151,463,"2016-08-17T16:42:24Z","2026-09-25T00:45:37Z","2016-08-17T16:42:25Z","2026-02-26T17:33:54Z",114.32,"machine-learning","true","true"
"scikit-learn-contrib/imbalanced-learn","https://github.com/scikit-learn-contrib/imbalanced-learn","imbalanced-learn","scikit-learn-contrib"," A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning","Python","MIT","MIT License","true",7121,621,"2014-08-16T05:08:26Z","2026-09-24T06:27:34Z","2014-08-16T05:10:13Z","2026-06-07T21:27:59Z",141.71,"machine-learning","true","true"
"vespa-engine/vespa","https://github.com/vespa-engine/vespa","vespa","vespa-engine","The AI search platform","Java","Apache-2.0","Apache License 2.0","true",7110,1209,"2016-06-03T20:54:20Z","2026-09-25T14:11:24Z","2016-06-15T21:09:44Z","2026-09-25T14:11:13Z",123.32,"machine-learning","true","true"
"NicolasHug/Surprise","https://github.com/NicolasHug/Surprise","Surprise","NicolasHug","A Python scikit for building and analyzing recommender systems","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",6818,393,"2016-10-23T14:59:38Z","2026-09-23T08:26:15Z","2015-02-12T13:52:09Z","2026-05-30T17:11:20Z",135.52,"machine-learning","true","true"
"cleverhans-lab/cleverhans","https://github.com/cleverhans-lab/cleverhans","cleverhans","cleverhans-lab","An adversarial example library for constructing attacks, building defenses, and benchmarking both","Jupyter Notebook","MIT","MIT License","true",6451,455,"2016-09-15T00:28:04Z","2026-09-21T13:18:44Z","2016-09-15T00:28:05Z","2023-01-31T19:40:04Z",76.54,"machine-learning","true","true"
"tyiannak/pyAudioAnalysis","https://github.com/tyiannak/pyAudioAnalysis","pyAudioAnalysis","tyiannak","Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications","Python","Apache-2.0","Apache License 2.0","true",6265,314,"2014-08-27T12:43:13Z","2026-09-26T00:30:22Z","2014-08-27T12:44:23Z","2025-08-04T16:44:35Z",131.25,"machine-learning","true","true"
"skorch-dev/skorch","https://github.com/skorch-dev/skorch","skorch","skorch-dev","A scikit-learn compatible neural network library that wraps PyTorch","Jupyter Notebook","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",6179,536,"2017-07-18T00:13:54Z","2026-09-22T13:47:18Z","2017-07-18T16:06:22Z","2026-09-22T13:47:11Z",110.15,"machine-learning","true","true"
"shimat/opencvsharp","https://github.com/shimat/opencvsharp","opencvsharp","shimat","OpenCV wrapper for .NET","C#","Apache-2.0","Apache License 2.0","true",6106,1403,"2013-12-21T00:27:48Z","2026-09-25T13:26:02Z","2013-12-21T00:27:48Z","2026-09-25T13:25:50Z",153.14,"machine-learning; computer-vision; image-processing","true","true"
"snorkel-team/snorkel","https://github.com/snorkel-team/snorkel","snorkel","snorkel-team","A system for quickly generating training data with weak supervision","Python","Apache-2.0","Apache License 2.0","true",6009,982,"2016-02-26T05:52:45Z","2026-09-24T15:01:31Z","2016-02-26T08:22:43Z","2026-04-10T17:37:33Z",121.43,"machine-learning","true","true"
"keras-rl/keras-rl","https://github.com/keras-rl/keras-rl","keras-rl","keras-rl","Deep Reinforcement Learning for Keras.","Python","MIT","MIT License","true",5548,241,"2016-07-02T15:53:12Z","2026-09-17T15:42:12Z","2016-07-02T15:28:46Z","2019-11-11T22:14:54Z",40.32,"machine-learning; reinforcement-learning","true","true"
"apple/coremltools","https://github.com/apple/coremltools","coremltools","apple","Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.","Python","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true",5431,1627,"2017-06-30T07:39:02Z","2026-09-24T19:22:56Z","2017-06-30T07:39:02Z","2026-09-22T18:07:52Z",110.76,"machine-learning","true","true"
